,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
1,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,74,76,10,0,92,-11.07,0,0.0,1.0,-999.0,13:29:31.137196,192.168.0.112
6,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,74,76,10,0,92,-11.11,0,1.0,0.0,-1000.0,13:29:31.245994,192.168.0.112
13,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,74,76,10,0,92,-11.06,0,3.0,1.0,-1001.0,13:29:31.357812,192.168.0.112
19,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,74,76,10,0,92,-11.1,0,2.0,2.0,-997.0,13:29:31.506391,192.168.0.112
24,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,74,76,10,0,92,-11.1,0,-6.0,4.0,-998.0,13:29:31.608781,192.168.0.112
29,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,74,76,10,0,92,-11.1,0,0.0,-1.0,-999.0,13:29:31.647192,192.168.0.112
34,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,74,76,10,0,92,-11.1,0,-15.0,18.0,-985.0,13:29:31.749244,192.168.0.112
39,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,73,76,10,0,92,-11.1,0,23.0,-12.0,-989.0,13:29:31.851088,192.168.0.112
44,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,0,73,76,10,0,92,-11.1,0,13.0,-13.0,-1143.0,13:29:31.958500,192.168.0.112
49,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,1,73,76,10,0,92,-11.1,0,25.0,7.0,-1347.0,13:29:32.077885,192.168.0.112
54,-2,-200,-200,-200,"0,0,0",0,0,6,0,0,4,73,76,10,0,92,-11.1,0,20.0,2.0,-1249.0,13:29:32.225901,192.168.0.112
