,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
0,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,65,67,10,0,94,-3.46,0,-1.0,-2.0,-1001.0,13:41:23.098248,192.168.0.115
5,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,65,67,10,0,94,-3.46,0,-1.0,-3.0,-996.0,13:41:23.200249,192.168.0.115
11,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,65,68,10,0,94,-3.47,0,3.0,-9.0,-996.0,13:41:23.302325,192.168.0.115
16,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,65,68,10,0,94,-3.47,0,-6.0,-5.0,-999.0,13:41:23.404472,192.168.0.115
21,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,65,68,10,0,94,-3.47,0,-5.0,2.0,-999.0,13:41:23.506150,192.168.0.115
26,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,65,68,10,0,94,-3.47,0,5.0,-15.0,-986.0,13:41:23.608006,192.168.0.115
31,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,65,68,10,0,94,-3.47,0,-12.0,-1.0,-1139.0,13:41:23.710308,192.168.0.115
36,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,65,68,10,0,94,-3.47,0,3.0,12.0,-1315.0,13:41:23.812447,192.168.0.115
41,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,3,65,68,10,0,94,-3.47,0,27.0,-19.0,-1328.0,13:41:23.914401,192.168.0.115
46,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,6,65,68,14,0,94,-3.4,0,17.0,-22.0,-1112.0,13:41:24.016338,192.168.0.115
52,-1,-100,-100,-100,"0,0,0",1,0,0,0,0,7,65,68,23,0,94,-3.19,0,-22.0,-15.0,-1039.0,13:41:24.118779,192.168.0.115
57,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,7,65,68,30,0,94,-3.07,0,0.0,1.0,-983.0,13:41:24.220121,192.168.0.115
62,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,7,66,68,38,10,94,-3.03,1,-4.0,2.0,-949.0,13:41:24.322151,192.168.0.115
67,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,6,66,68,48,10,94,-2.9,1,0.0,3.0,-914.0,13:41:24.425185,192.168.0.115
72,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,5,66,68,56,20,94,-2.87,1,-11.0,-10.0,-898.0,13:41:24.526018,192.168.0.115
78,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,4,66,68,64,20,94,-2.81,1,9.0,-4.0,-901.0,13:41:24.628117,192.168.0.115
83,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,3,66,68,70,20,94,-2.7,1,14.0,-16.0,-901.0,13:41:24.730096,192.168.0.115
