,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
3,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,57,60,10,0,100,-17.24,0,0.0,-3.0,-999.0,11:23:07.677090,192.168.0.112
9,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,57,60,10,0,100,-17.23,0,2.0,-4.0,-999.0,11:23:07.778388,192.168.0.112
14,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,57,60,10,0,100,-17.23,0,2.0,-6.0,-1004.0,11:23:07.880414,192.168.0.112
19,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,57,60,10,0,100,-17.23,0,0.0,-5.0,-994.0,11:23:07.982848,192.168.0.112
24,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,57,60,10,0,100,-17.23,0,2.0,-6.0,-984.0,11:23:08.084380,192.168.0.112
26,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,57,60,10,0,100,-17.23,0,-23.0,-20.0,-1001.0,11:23:08.135505,192.168.0.112
30,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,57,60,10,0,100,-17.23,0,-12.0,8.0,-1077.0,11:23:08.237252,192.168.0.112
36,-1,-100,-100,-100,"0,0,0",0,0,1,0,0,0,57,60,10,0,100,-17.23,0,-31.0,2.0,-1243.0,11:23:08.339078,192.168.0.112
41,-1,-100,-100,-100,"0,0,0",0,0,1,0,0,3,57,60,10,0,100,-17.23,0,-44.0,6.0,-1334.0,11:23:08.441621,192.168.0.112
46,-1,-100,-100,-100,"0,0,0",0,0,1,0,0,6,57,60,16,0,100,-17.16,0,-16.0,-39.0,-1158.0,11:23:08.543554,192.168.0.112
51,-1,-100,-100,-100,"0,0,0",0,0,1,0,0,7,58,60,21,0,100,-16.91,0,-38.0,-28.0,-1034.0,11:23:08.645460,192.168.0.112
57,-1,-100,-100,-100,"0,0,0",-2,0,1,0,0,7,58,60,31,10,100,-16.82,0,-29.0,-24.0,-954.0,11:23:08.747632,192.168.0.112
