,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
4,-1,-100,-100,-100,"-1,-1,-1",1,0,0,0,0,0,89,91,10,0,94,-11.81,0,34.0,10.0,-999.0,13:29:31.165759,192.168.0.114
9,-1,-100,-100,-100,"-1,-1,-1",1,0,0,0,0,0,89,91,10,0,94,-11.79,0,33.0,7.0,-998.0,13:29:31.267119,192.168.0.114
11,-1,-100,-100,-100,"-1,-1,-1",1,0,0,0,0,0,89,91,10,0,94,-11.78,0,34.0,9.0,-1000.0,13:29:31.357657,192.168.0.114
17,-1,-100,-100,-100,"-1,-1,-1",1,0,0,0,0,0,89,92,10,0,94,-11.77,0,33.0,7.0,-996.0,13:29:31.506242,192.168.0.114
22,-1,-100,-100,-100,"-1,-1,-1",1,0,0,0,0,0,89,92,10,0,94,-11.77,0,32.0,4.0,-1000.0,13:29:31.522143,192.168.0.114
27,-1,-100,-100,-100,"-1,-1,-1",1,0,0,0,0,0,89,92,10,0,94,-11.77,0,32.0,3.0,-1001.0,13:29:31.624240,192.168.0.114
32,-1,-100,-100,-100,"-1,-1,-1",1,0,0,0,0,0,89,92,10,0,94,-11.77,0,42.0,-4.0,-1017.0,13:29:31.726138,192.168.0.114
37,-1,-100,-100,-100,"-1,-1,-1",1,0,0,0,0,0,89,92,10,0,94,-11.77,0,16.0,19.0,-988.0,13:29:31.838202,192.168.0.114
42,-1,-100,-100,-100,"-1,-1,-1",0,0,0,0,0,0,89,92,10,0,94,-11.77,0,-4.0,15.0,-1150.0,13:29:31.958362,192.168.0.114
47,-1,-100,-100,-100,"-1,-1,-1",0,0,0,0,0,-2,89,92,10,0,94,-11.77,0,-7.0,2.0,-1333.0,13:29:32.077747,192.168.0.114
52,-1,-100,-100,-100,"-1,-1,-1",0,0,0,0,0,-5,89,92,10,0,94,-11.77,0,28.0,6.0,-1244.0,13:29:32.225721,192.168.0.114
57,-1,-100,-100,-100,"-1,-1,-1",0,0,0,0,0,-7,89,92,17,0,94,-11.55,0,9.0,-10.0,-1088.0,13:29:32.236176,192.168.0.114
62,-1,-100,-100,-100,"-1,-1,-1",0,0,0,0,0,-7,89,92,26,10,94,-11.44,0,-9.0,2.0,-1038.0,13:29:32.338053,192.168.0.114
67,-1,-100,-100,-100,"-1,-1,-1",0,0,0,0,0,-7,89,91,34,20,94,-11.31,0,1.0,8.0,-999.0,13:29:32.440034,192.168.0.114
72,-1,-100,-100,-100,"-1,-1,-1",0,0,0,0,0,-7,89,91,40,20,94,-11.21,1,-11.0,12.0,-931.0,13:29:32.557914,192.168.0.114
77,8,19,-2,38,"1,-4,-177",0,0,0,0,0,-6,89,91,48,30,94,-11.15,1,-10.0,6.0,-905.0,13:29:32.680236,192.168.0.114
82,8,21,-2,49,"3,-4,-177",0,0,0,0,0,-5,89,91,55,30,94,-11.02,1,0.0,6.0,-888.0,13:29:32.797812,192.168.0.114
88,8,20,-2,53,"2,-3,-177",0,0,0,0,0,-4,89,91,61,40,94,-11.07,1,16.0,-2.0,-895.0,13:29:32.848086,192.168.0.114
93,8,20,-3,62,"1,-3,-178",0,-1,0,0,0,-3,89,91,67,40,94,-11.02,1,-19.0,5.0,-905.0,13:29:32.950066,192.168.0.114
98,8,20,-4,64,"1,-4,-177",0,0,0,0,0,-2,89,91,70,40,94,-10.95,1,-2.0,17.0,-922.0,13:29:33.052025,192.168.0.114
103,8,20,-6,70,"1,-4,-176",0,0,0,0,0,-1,89,91,73,50,94,-10.94,1,5.0,3.0,-955.0,13:29:33.157645,192.168.0.114
108,8,20,-6,72,"1,-4,-176",0,0,0,0,0,-1,89,91,76,50,94,-10.9,1,-18.0,5.0,-965.0,13:29:33.281667,192.168.0.114
113,8,19,-6,75,"0,-4,-176",0,0,0,0,0,-1,89,91,79,50,94,-10.83,1,6.0,19.0,-952.0,13:29:33.401163,192.168.0.114
119,8,20,-6,78,"1,-4,-175",0,0,0,0,0,0,88,91,81,50,94,-10.75,1,-11.0,-1.0,-950.0,13:29:33.521136,192.168.0.114
124,8,19,-6,80,"0,-4,-175",0,0,0,0,0,0,88,91,83,50,94,-10.79,2,4.0,9.0,-984.0,13:29:33.561914,192.168.0.114
129,8,20,-8,82,"1,-4,-174",0,0,0,0,0,0,88,91,84,50,94,-10.7,2,-1.0,3.0,-985.0,13:29:33.767135,192.168.0.114
134,8,20,-6,83,"1,-4,-175",0,0,0,0,0,0,88,91,86,60,94,-10.72,2,-3.0,22.0,-957.0,13:29:33.767664,192.168.0.114
139,8,21,-4,85,"1,-4,-177",0,0,0,0,0,0,88,91,87,60,94,-10.68,2,9.0,2.0,-987.0,13:29:33.883332,192.168.0.114
144,8,19,-6,86,"0,-4,-176",0,0,0,0,0,0,88,91,87,60,94,-10.7,2,15.0,4.0,-994.0,13:29:33.999156,192.168.0.114
145,8,20,-8,86,"1,-4,-174",0,0,0,0,0,0,88,91,88,60,94,-10.65,2,16.0,1.0,-987.0,13:29:34.021097,192.168.0.114
150,8,21,-6,87,"1,-4,-175",0,0,0,0,0,0,88,91,88,60,94,-10.69,2,16.0,-1.0,-984.0,13:29:34.122937,192.168.0.114
155,8,22,-5,87,"1,-4,-176",0,0,0,0,0,0,88,91,89,60,94,-10.7,2,11.0,9.0,-995.0,13:29:34.238773,192.168.0.114
161,8,21,-7,87,"0,-4,-175",0,0,0,0,0,0,88,91,89,60,94,-10.66,2,-1.0,15.0,-996.0,13:29:34.383812,192.168.0.114
167,8,22,-5,87,"1,-4,-176",0,0,0,0,0,0,88,92,89,60,94,-10.62,2,8.0,1.0,-977.0,13:29:34.486604,192.168.0.114
172,8,22,-5,87,"1,-4,-176",0,0,0,0,0,0,88,92,88,60,94,-10.73,3,10.0,14.0,-975.0,13:29:34.530884,192.168.0.114
177,8,22,-4,87,"1,-4,-176",0,0,0,0,0,0,88,92,88,60,94,-10.71,3,12.0,1.0,-1009.0,13:29:34.632905,192.168.0.114
182,8,23,-5,86,"1,-4,-176",0,0,0,0,0,0,88,92,87,60,94,-10.67,3,2.0,2.0,-997.0,13:29:34.735032,192.168.0.114
