,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
0,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.52,0,5.0,-5.0,-1002.0,14:02:06.529186,192.168.0.111
4,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.5,0,7.0,-5.0,-999.0,14:02:06.628279,192.168.0.111
7,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.53,0,6.0,-6.0,-1000.0,14:02:06.678990,192.168.0.111
12,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.46,0,6.0,-6.0,-999.0,14:02:06.781077,192.168.0.111
17,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.48,0,3.0,-2.0,-998.0,14:02:06.883395,192.168.0.111
22,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.48,0,8.0,10.0,-1000.0,14:02:06.985882,192.168.0.111
27,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.48,0,-12.0,-10.0,-1011.0,14:02:07.087530,192.168.0.111
33,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.48,0,-6.0,-3.0,-1006.0,14:02:07.189448,192.168.0.111
38,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,67,70,10,0,76,-1.48,0,-23.0,-5.0,-1110.0,14:02:07.291339,192.168.0.111
43,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,1,67,70,10,0,76,-1.48,0,-4.0,3.0,-1248.0,14:02:07.393469,192.168.0.111
48,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,4,67,70,10,0,76,-1.48,0,-54.0,-6.0,-1311.0,14:02:07.495301,192.168.0.111
53,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,7,67,70,11,0,76,-1.25,0,-47.0,-14.0,-1112.0,14:02:07.597428,192.168.0.111
58,-1,-100,-100,-100,"0,0,0",-2,0,0,0,0,7,67,70,19,10,76,-1.18,0,-65.0,-15.0,-1075.0,14:02:07.699415,192.168.0.111
63,-1,-100,-100,-100,"0,0,0",-3,0,0,1,0,7,67,70,30,10,76,-1.06,0,-53.0,7.0,-995.0,14:02:07.801323,192.168.0.111
68,-1,-100,-100,-100,"0,0,0",-4,0,0,0,0,7,67,70,39,20,76,-0.96,1,-12.0,-6.0,-931.0,14:02:07.903671,192.168.0.111
73,-1,-100,-100,-100,"0,0,0",-3,0,0,0,0,6,67,71,47,30,76,-0.89,1,-19.0,6.0,-917.0,14:02:08.005344,192.168.0.111
78,-1,-100,-100,-100,"0,0,0",-2,0,0,0,0,5,67,71,55,30,76,-0.83,1,-24.0,4.0,-901.0,14:02:08.107453,192.168.0.111
83,-1,-100,-100,-100,"0,0,0",-2,0,0,0,0,4,67,71,62,40,76,-0.8,1,-26.0,3.0,-899.0,14:02:08.209573,192.168.0.111
88,-1,-100,-100,-100,"0,0,0",-2,-1,1,0,0,3,67,71,68,40,76,-0.76,1,-16.0,-11.0,-906.0,14:02:08.311271,192.168.0.111
94,-1,-100,-100,-100,"0,0,0",-2,0,1,0,0,2,67,71,73,40,76,-0.7,1,-4.0,-19.0,-901.0,14:02:08.413878,192.168.0.111
99,3,-4,0,52,"4,0,-179",-1,0,1,0,0,2,67,71,75,50,76,-0.58,1,-11.0,-7.0,-907.0,14:02:08.515373,192.168.0.111
104,3,-4,0,52,"4,0,-179",-1,0,1,0,0,1,67,71,79,50,76,-0.56,1,-21.0,-9.0,-918.0,14:02:08.617254,192.168.0.111
109,3,-4,0,52,"4,0,-179",-1,0,1,0,0,0,67,71,81,50,76,-0.59,1,-22.0,-3.0,-969.0,14:02:08.719415,192.168.0.111
114,3,-6,-2,76,"1,0,-178",-1,0,1,0,0,0,67,71,82,50,76,-0.52,1,-29.0,0.0,-965.0,14:02:08.821629,192.168.0.111
119,3,-6,-2,76,"1,0,-178",-1,0,1,0,0,0,67,71,84,50,76,-0.56,2,-7.0,-7.0,-947.0,14:02:08.923349,192.168.0.111
124,3,-6,-2,76,"1,0,-178",-1,0,1,0,0,0,67,71,85,50,76,-0.66,2,-30.0,-10.0,-992.0,14:02:09.025240,192.168.0.111
129,3,-6,-2,76,"1,0,-178",-1,0,1,0,0,0,67,71,86,60,76,-0.61,2,-37.0,1.0,-1009.0,14:02:09.127240,192.168.0.111
134,3,-6,0,85,"1,0,-178",-1,0,0,0,0,0,67,71,86,60,76,-0.57,2,-16.0,-17.0,-997.0,14:02:09.229230,192.168.0.111
137,3,-6,0,85,"1,0,-178",-1,0,0,0,0,0,67,71,87,60,76,-0.6,2,-19.0,-17.0,-982.0,14:02:09.280195,192.168.0.111
