,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
4,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,10,0,90,-2.73,0,6.0,-15.0,-1000.0,13:47:05.048355,192.168.0.112
9,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,10,0,90,-2.77,0,4.0,-14.0,-999.0,13:47:05.151093,192.168.0.112
14,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,10,0,90,-2.77,0,5.0,-12.0,-995.0,13:47:05.252716,192.168.0.112
19,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,10,0,90,-2.77,0,4.0,-14.0,-1000.0,13:47:05.355941,192.168.0.112
24,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,10,0,90,-2.77,0,6.0,-13.0,-1004.0,13:47:05.456720,192.168.0.112
29,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,10,0,90,-2.77,0,0.0,-8.0,-995.0,13:47:05.558733,192.168.0.112
32,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,10,0,90,-2.77,0,8.0,-18.0,-1001.0,13:47:05.609703,192.168.0.112
40,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,10,0,90,-2.77,0,29.0,-18.0,-1013.0,13:47:05.762806,192.168.0.112
45,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,5,73,76,10,0,90,-2.77,0,-12.0,-9.0,-1287.0,13:47:05.864792,192.168.0.112
50,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,7,74,77,17,0,90,-2.73,0,-20.0,-12.0,-1115.0,13:47:05.966620,192.168.0.112
53,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,7,74,77,25,10,90,-2.36,0,-30.0,-13.0,-1005.0,13:47:06.022363,192.168.0.112
58,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,7,74,77,34,10,90,-2.31,0,-22.0,-21.0,-955.0,13:47:06.119651,192.168.0.112
63,-1,-100,-100,-100,"0,0,0",-1,1,0,0,0,7,74,77,42,20,90,-2.09,1,-24.0,-5.0,-925.0,13:47:06.221751,192.168.0.112
68,-1,-100,-100,-100,"0,0,0",-1,1,-1,0,0,6,74,77,49,20,90,-2.2,1,-25.0,2.0,-890.0,13:47:06.325087,192.168.0.112
74,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,4,74,77,53,30,90,-2.06,1,-15.0,-1.0,-891.0,13:47:06.425687,192.168.0.112
79,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,3,74,77,59,30,90,-1.96,1,-17.0,5.0,-909.0,13:47:06.527891,192.168.0.112
84,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,2,74,77,64,30,90,-1.99,1,-21.0,6.0,-941.0,13:47:06.629676,192.168.0.112
89,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,1,74,77,69,30,90,-1.91,1,-23.0,-5.0,-940.0,13:47:06.732435,192.168.0.112
94,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,1,74,77,73,30,90,-1.8,1,-4.0,-17.0,-942.0,13:47:06.833747,192.168.0.112
99,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,0,73,76,77,40,90,-1.74,1,-14.0,-6.0,-963.0,13:47:06.935701,192.168.0.112
104,-1,-100,-100,-100,"0,0,0",-1,0,0,0,0,0,73,76,80,40,90,-1.76,1,-14.0,-14.0,-965.0,13:47:07.039648,192.168.0.112
109,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,83,40,90,-1.72,1,-1.0,-15.0,-966.0,13:47:07.139387,192.168.0.112
114,-1,-100,-100,-100,"0,0,0",0,0,-1,0,0,0,73,76,85,40,90,-1.67,2,-13.0,-7.0,-977.0,13:47:07.242818,192.168.0.112
119,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,87,40,90,-1.65,2,-6.0,-13.0,-967.0,13:47:07.343698,192.168.0.112
124,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,90,50,90,-1.58,2,-5.0,-12.0,-973.0,13:47:07.445623,192.168.0.112
129,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,73,76,92,50,90,-1.64,2,-1.0,-14.0,-989.0,13:47:07.547271,192.168.0.112
134,-1,-100,-100,-100,"0,0,0",0,0,-1,0,0,0,73,76,94,50,90,-1.6,2,-15.0,-1.0,-974.0,13:47:07.651016,192.168.0.112
139,-1,-100,-100,-100,"0,0,0",0,0,-1,0,0,0,73,76,96,50,90,-1.6,2,-4.0,-6.0,-959.0,13:47:07.751629,192.168.0.112
144,-1,-100,-100,-100,"0,0,0",0,0,-1,0,0,0,73,76,97,50,90,-1.64,2,5.0,-13.0,-955.0,13:47:07.854044,192.168.0.112
149,-1,-100,-100,-100,"0,0,0",0,0,-1,0,0,0,73,76,98,50,90,-1.66,2,-11.0,-3.0,-951.0,13:47:07.955554,192.168.0.112
