,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
1,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,80,82,6553,0,80,-29.13,0,8.0,5.0,-999.0,11:36:06.614568,192.168.0.114
6,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,80,82,6553,0,80,-29.1,0,6.0,5.0,-1001.0,11:36:06.716609,192.168.0.114
11,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,80,82,6553,0,80,-29.09,0,11.0,3.0,-997.0,11:36:06.818712,192.168.0.114
16,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,80,82,6553,0,80,-29.09,0,6.0,3.0,-996.0,11:36:06.920822,192.168.0.114
21,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,80,82,6553,0,80,-29.09,0,4.0,0.0,-1002.0,11:36:07.022786,192.168.0.114
26,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,80,82,6553,0,80,-29.09,0,-4.0,-9.0,-992.0,11:36:07.125736,192.168.0.114
31,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,80,82,6553,0,80,-29.09,0,-16.0,-2.0,-1006.0,11:36:07.226763,192.168.0.114
36,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,80,82,10,0,80,-29.09,0,-12.0,12.0,-1174.0,11:36:07.328829,192.168.0.114
41,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,3,80,82,10,0,80,-29.09,0,21.0,11.0,-1402.0,11:36:07.430961,192.168.0.114
46,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,6,80,82,10,0,80,-29.09,0,22.0,-13.0,-1228.0,11:36:07.532690,192.168.0.114
51,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,8,80,82,19,10,80,-28.76,0,-12.0,-5.0,-1082.0,11:36:07.635219,192.168.0.114
56,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,8,80,82,24,20,80,-28.6,0,0.0,5.0,-1006.0,11:36:07.737106,192.168.0.114
61,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,8,80,82,33,30,80,-28.59,1,15.0,0.0,-970.0,11:36:07.838597,192.168.0.114
66,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,8,80,82,43,30,80,-28.56,1,16.0,2.0,-945.0,11:36:07.941091,192.168.0.114
71,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,7,80,82,50,40,80,-28.42,1,-7.0,-5.0,-905.0,11:36:08.042932,192.168.0.114
76,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,6,80,82,55,50,80,-28.41,1,0.0,1.0,-879.0,11:36:08.144538,192.168.0.114
81,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,4,80,82,60,50,80,-28.32,1,-3.0,10.0,-869.0,11:36:08.246672,192.168.0.114
86,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,3,80,82,64,60,80,-28.2,1,-5.0,-4.0,-898.0,11:36:08.349015,192.168.0.114
91,4,0,0,46,"0,-2,-177",0,0,0,0,0,2,80,82,67,60,80,-28.2,1,8.0,-7.0,-918.0,11:36:08.451115,192.168.0.114
96,4,0,0,46,"0,-2,-177",0,0,0,0,0,2,80,82,69,60,80,-28.2,1,-3.0,-12.0,-923.0,11:36:08.553044,192.168.0.114
99,4,0,0,46,"0,-2,-177",0,0,0,0,0,1,80,82,71,70,80,-28.12,1,5.0,-15.0,-944.0,11:36:08.603823,192.168.0.114
106,4,-1,0,67,"0,-2,-178",0,0,0,0,0,1,80,83,72,70,80,-28.16,1,15.0,-18.0,-971.0,11:36:08.757047,192.168.0.114
109,4,-1,0,67,"0,-2,-178",0,0,0,0,0,0,80,83,73,70,80,-28.15,2,-1.0,0.0,-992.0,11:36:08.807802,192.168.0.114
114,4,-1,0,67,"0,-2,-178",0,0,0,0,0,0,80,83,73,70,80,-28.12,2,3.0,-18.0,-981.0,11:36:08.909496,192.168.0.114
119,4,-1,0,67,"0,-2,-178",0,0,0,0,0,0,80,83,73,70,80,-28.12,2,6.0,-4.0,-1010.0,11:36:09.011802,192.168.0.114
123,4,-1,0,67,"0,-2,-178",0,0,0,0,0,0,80,83,75,70,80,-28.17,2,-1.0,-17.0,-1002.0,11:36:09.114393,192.168.0.114
131,4,-1,0,67,"0,-2,-178",0,0,0,0,0,0,80,83,76,70,80,-28.11,2,-7.0,-15.0,-985.0,11:36:09.215858,192.168.0.114
135,4,-1,0,67,"0,-2,-178",0,0,0,0,0,0,80,83,77,70,80,-28.19,2,2.0,-3.0,-1020.0,11:36:09.317801,192.168.0.114
141,4,-1,0,67,"0,-2,-178",0,0,0,0,0,0,80,83,77,70,80,-28.14,2,-16.0,-11.0,-981.0,11:36:09.419827,192.168.0.114
146,4,-4,0,76,"0,-3,-177",0,0,0,0,0,0,80,83,78,70,80,-28.12,2,14.0,-3.0,-998.0,11:36:09.521593,192.168.0.114
151,4,-4,0,76,"0,-3,-177",0,0,0,0,0,0,80,83,79,70,80,-28.06,2,-4.0,-1.0,-984.0,11:36:09.623788,192.168.0.114
156,4,-4,0,76,"0,-3,-177",0,0,0,0,0,0,80,83,79,80,80,-28.08,2,0.0,5.0,-995.0,11:36:09.725749,192.168.0.114
161,4,-4,0,76,"0,-3,-177",0,0,0,0,0,0,80,83,79,80,80,-28.16,3,-14.0,13.0,-997.0,11:36:09.836039,192.168.0.114
166,4,-1,-2,79,"1,-2,-177",0,0,0,0,0,0,80,83,80,80,80,-28.11,3,8.0,2.0,-1017.0,11:36:09.929441,192.168.0.114
171,4,-1,-2,79,"1,-2,-177",0,0,0,0,0,0,80,83,81,80,80,-28.19,3,-7.0,8.0,-997.0,11:36:10.031377,192.168.0.114
