,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
2,-1,-100,-100,-100,"0,0,0",0,2,-4,0,0,0,63,66,10,0,76,10.95,31,-5.0,-48.0,-998.0,13:54:05.741567,192.168.0.113
7,-1,-100,-100,-100,"0,0,0",0,2,-4,0,0,0,63,67,10,0,76,10.86,31,-6.0,-47.0,-997.0,13:54:05.843362,192.168.0.113
12,-1,-100,-100,-100,"0,0,0",0,2,-4,0,0,0,63,67,10,0,76,10.86,31,-17.0,-40.0,-996.0,13:54:05.945578,192.168.0.113
17,-1,-100,-100,-100,"0,0,0",0,2,-4,0,0,0,63,67,10,0,76,10.86,31,-9.0,-53.0,-996.0,13:54:06.047575,192.168.0.113
22,-1,-100,-100,-100,"0,0,0",0,2,-4,0,0,0,63,67,10,0,76,10.86,31,2.0,-57.0,-990.0,13:54:06.149757,192.168.0.113
28,-1,-100,-100,-100,"0,0,0",0,2,-4,0,0,0,63,67,10,0,76,10.86,32,-1.0,-52.0,-994.0,13:54:06.251622,192.168.0.113
33,-1,-100,-100,-100,"0,0,0",0,2,-4,0,0,0,63,67,10,0,76,10.86,32,-2.0,-20.0,-1029.0,13:54:06.353530,192.168.0.113
38,-1,-100,-100,-100,"0,0,0",0,0,-4,0,0,0,63,67,10,0,76,10.86,32,-14.0,-5.0,-1187.0,13:54:06.455441,192.168.0.113
43,-1,-100,-100,-100,"0,0,0",0,0,-4,0,-1,3,63,67,10,0,76,10.86,32,14.0,10.0,-1301.0,13:54:06.557810,192.168.0.113
48,-1,-100,-100,-100,"0,0,0",0,-2,-4,0,0,6,63,67,10,0,76,10.86,32,-59.0,-34.0,-1259.0,13:54:06.660852,192.168.0.113
53,-1,-100,-100,-100,"0,0,0",-2,-1,-4,1,0,7,63,67,13,10,76,11.19,32,-58.0,-21.0,-1090.0,13:54:06.761635,192.168.0.113
57,-1,-100,-100,-100,"0,0,0",-3,0,-4,1,0,8,63,66,27,10,76,11.26,32,-48.0,6.0,-1024.0,13:54:06.863651,192.168.0.113
63,-1,-100,-100,-100,"0,0,0",-3,0,-4,0,0,8,63,66,35,20,76,11.4,32,-37.0,23.0,-972.0,13:54:06.965566,192.168.0.113
68,-1,-100,-100,-100,"0,0,0",-3,0,-4,0,0,8,63,66,44,30,76,11.46,32,-50.0,15.0,-946.0,13:54:07.067436,192.168.0.113
73,-1,-100,-100,-100,"0,0,0",-3,-1,-4,0,0,7,63,66,53,40,76,11.5,32,-55.0,-6.0,-903.0,13:54:07.169640,192.168.0.113
78,-1,-100,-100,-100,"0,0,0",-3,0,-4,1,0,6,63,66,60,40,76,11.52,33,-23.0,-27.0,-841.0,13:54:07.273568,192.168.0.113
81,-1,-100,-100,-100,"0,0,0",-4,0,-4,0,0,4,63,66,66,50,75,11.59,33,-10.0,-32.0,-859.0,13:54:07.322869,192.168.0.113
85,-1,-100,-100,-100,"0,0,0",-3,0,-4,0,0,3,63,66,70,50,75,11.66,33,-48.0,2.0,-890.0,13:54:07.424738,192.168.0.113
90,-1,-100,-100,-100,"0,0,0",-2,0,-4,0,0,2,63,66,74,60,75,11.56,33,-30.0,31.0,-930.0,13:54:07.526820,192.168.0.113
96,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,1,63,66,77,60,75,11.68,33,-17.0,-12.0,-948.0,13:54:07.628819,192.168.0.113
101,-1,-100,-100,-100,"0,0,0",-2,0,-3,0,0,1,63,66,79,60,75,11.77,33,-16.0,6.0,-939.0,13:54:07.730808,192.168.0.113
106,-1,-100,-100,-100,"0,0,0",-1,0,-3,0,0,0,63,65,80,60,75,11.91,33,-56.0,13.0,-981.0,13:54:07.832867,192.168.0.113
112,-1,-100,-100,-100,"0,0,0",-1,0,-3,0,0,0,63,65,81,60,75,11.77,33,-16.0,15.0,-985.0,13:54:07.935674,192.168.0.113
117,-1,-100,-100,-100,"0,0,0",-2,0,-3,0,0,0,63,65,81,60,75,11.56,33,-28.0,21.0,-1042.0,13:54:08.036753,192.168.0.113
122,-1,-100,-100,-100,"0,0,0",-2,0,-3,0,0,0,63,65,83,60,75,11.52,33,-53.0,0.0,-987.0,13:54:08.138972,192.168.0.113
127,-1,-100,-100,-100,"0,0,0",-2,-2,-4,0,0,0,63,65,83,60,75,11.76,34,-56.0,-40.0,-980.0,13:54:08.240385,192.168.0.113
132,-1,-100,-100,-100,"0,0,0",-3,-1,-4,0,0,0,63,65,84,60,75,11.79,34,-63.0,-12.0,-1007.0,13:54:08.342460,192.168.0.113
137,-1,-100,-100,-100,"0,0,0",-4,1,-4,0,0,0,63,65,85,70,75,11.96,34,-39.0,-16.0,-997.0,13:54:08.444375,192.168.0.113
142,-1,-100,-100,-100,"0,0,0",-3,0,-4,0,0,0,63,65,85,70,75,11.91,34,-53.0,-22.0,-997.0,13:54:08.546390,192.168.0.113
147,-1,-100,-100,-100,"0,0,0",-3,1,-3,0,0,0,63,65,85,70,75,11.46,34,-45.0,6.0,-1002.0,13:54:08.648569,192.168.0.113
152,-1,-100,-100,-100,"0,0,0",-3,1,-3,0,0,0,63,65,85,70,75,11.69,34,-39.0,11.0,-1003.0,13:54:08.750660,192.168.0.113
157,-1,-100,-100,-100,"0,0,0",-3,0,-3,0,0,0,63,65,85,70,75,11.92,34,-31.0,38.0,-975.0,13:54:08.852511,192.168.0.113
162,-1,-100,-100,-100,"0,0,0",-2,0,-3,0,0,0,63,65,85,70,75,11.69,34,-41.0,24.0,-991.0,13:54:08.954757,192.168.0.113
167,-1,-100,-100,-100,"0,0,0",-1,-1,-4,0,0,0,63,65,85,70,75,11.77,34,-43.0,21.0,-978.0,13:54:09.056451,192.168.0.113
172,-1,-100,-100,-100,"0,0,0",-2,-3,-4,0,0,0,63,65,86,70,75,11.76,34,-55.0,16.0,-1019.0,13:54:09.158817,192.168.0.113
177,-1,-100,-100,-100,"0,0,0",-2,-2,-4,0,0,0,63,65,86,70,75,11.89,35,-17.0,33.0,-990.0,13:54:09.260414,192.168.0.113
182,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,0,63,65,86,70,75,11.95,35,-26.0,15.0,-990.0,13:54:09.362395,192.168.0.113
187,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,0,63,65,86,70,75,11.94,35,-70.0,46.0,-983.0,13:54:09.464527,192.168.0.113
192,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,0,63,65,86,70,75,11.93,35,-47.0,20.0,-969.0,13:54:09.566562,192.168.0.113
197,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,0,63,65,85,70,75,11.98,35,-50.0,27.0,-998.0,13:54:09.668499,192.168.0.113
202,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,0,63,65,86,70,75,12.05,35,-33.0,31.0,-1005.0,13:54:09.770365,192.168.0.113
208,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,0,62,66,85,70,75,12.05,35,-43.0,28.0,-977.0,13:54:09.872641,192.168.0.113
213,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,0,62,66,84,70,75,11.9,35,-9.0,31.0,-1006.0,13:54:09.974597,192.168.0.113
218,-1,-100,-100,-100,"0,0,0",-1,-1,-4,0,0,0,62,66,84,70,75,11.87,35,-19.0,21.0,-997.0,13:54:10.076561,192.168.0.113
223,-1,-100,-100,-100,"0,0,0",-1,-1,-4,0,0,0,62,66,83,70,75,11.92,35,-39.0,-5.0,-990.0,13:54:10.178581,192.168.0.113
228,-1,-100,-100,-100,"0,0,0",-1,-2,-4,0,0,0,62,66,84,70,75,11.76,36,-59.0,4.0,-1008.0,13:54:10.280570,192.168.0.113
230,-1,-100,-100,-100,"0,0,0",-2,-1,-4,0,0,0,62,66,83,70,75,11.79,36,-64.0,42.0,-987.0,13:54:10.331920,192.168.0.113
235,-1,-100,-100,-100,"0,0,0",-2,0,-4,0,0,0,62,66,83,70,75,11.83,36,-61.0,35.0,-1032.0,13:54:10.434523,192.168.0.113
240,-1,-100,-100,-100,"0,0,0",-2,0,-4,0,0,0,62,66,83,70,75,11.94,36,-69.0,33.0,-988.0,13:54:10.535715,192.168.0.113
245,-1,-100,-100,-100,"0,0,0",-3,-1,-4,0,0,0,62,66,84,70,75,11.78,36,-54.0,30.0,-1023.0,13:54:10.637891,192.168.0.113
251,-1,-100,-100,-100,"0,0,0",-3,-2,-4,0,0,0,62,66,84,70,75,11.84,36,-32.0,8.0,-982.0,13:54:10.740002,192.168.0.113
256,-1,-100,-100,-100,"0,0,0",-2,-2,-4,0,0,0,62,66,84,70,75,11.69,36,-52.0,-11.0,-985.0,13:54:10.841827,192.168.0.113
261,-1,-100,-100,-100,"0,0,0",-2,0,-3,0,0,0,62,66,84,70,75,11.76,36,-67.0,46.0,-981.0,13:54:10.943921,192.168.0.113
266,-1,-100,-100,-100,"0,0,0",-3,-1,-3,0,0,0,62,66,84,70,75,11.91,36,-60.0,28.0,-973.0,13:54:11.045778,192.168.0.113
