,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timestamp,address
1,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,61,63,10,0,100,-6.35,0,1.0,-5.0,-1000.0,13:35:36.059215,192.168.0.113
7,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,61,63,10,0,100,-6.32,0,0.0,-4.0,-1001.0,13:35:36.161093,192.168.0.113
12,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,61,63,10,0,100,-6.33,0,-1.0,-2.0,-1001.0,13:35:36.263314,192.168.0.113
18,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,61,63,10,0,100,-6.33,0,9.0,-11.0,-997.0,13:35:36.365484,192.168.0.113
23,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,61,63,10,0,100,-6.33,0,7.0,-14.0,-989.0,13:35:36.467267,192.168.0.113
28,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,61,64,10,0,100,-6.33,0,-3.0,19.0,-1000.0,13:35:36.569278,192.168.0.113
33,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,61,64,10,0,100,-6.33,0,14.0,-5.0,-1105.0,13:35:36.671020,192.168.0.113
38,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,2,61,64,10,0,100,-6.33,0,-1.0,1.0,-1400.0,13:35:36.773219,192.168.0.113
43,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,5,61,64,10,0,100,-6.33,0,-1.0,-19.0,-1184.0,13:35:36.875020,192.168.0.113
48,-1,-100,-100,-100,"0,0,0",1,0,0,0,0,7,61,64,15,10,100,-6.09,0,-4.0,-1.0,-1047.0,13:35:36.976807,192.168.0.113
53,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,8,61,64,23,10,100,-5.92,0,-10.0,19.0,-1006.0,13:35:37.080910,192.168.0.113
58,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,8,61,64,30,20,100,-5.79,0,37.0,16.0,-945.0,13:35:37.181218,192.168.0.113
63,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,7,61,64,39,30,100,-5.79,1,18.0,6.0,-888.0,13:35:37.282945,192.168.0.113
68,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,6,61,64,47,30,100,-5.63,1,-2.0,21.0,-845.0,13:35:37.384938,192.168.0.113
73,-1,-100,-100,-100,"0,0,0",1,0,0,0,0,5,61,64,53,40,100,-5.63,1,1.0,13.0,-900.0,13:35:37.490741,192.168.0.113
79,-1,-100,-100,-100,"0,0,0",1,0,0,0,0,4,60,64,58,40,100,-5.46,1,12.0,11.0,-895.0,13:35:37.592415,192.168.0.113
84,-1,-100,-100,-100,"0,0,0",0,-1,0,0,0,3,60,64,63,50,100,-5.45,1,31.0,17.0,-937.0,13:35:37.691150,192.168.0.113
89,-1,-100,-100,-100,"0,0,0",0,-1,0,0,0,2,60,64,67,50,100,-5.41,1,4.0,16.0,-941.0,13:35:37.793340,192.168.0.113
94,-1,-100,-100,-100,"0,0,0",0,-1,0,0,0,1,60,64,69,50,100,-5.44,1,-5.0,46.0,-962.0,13:35:37.895163,192.168.0.113
99,-1,-100,-100,-100,"0,0,0",0,-2,0,0,0,1,60,64,71,50,100,-5.42,1,-1.0,23.0,-982.0,13:35:38.002489,192.168.0.113
104,-1,-100,-100,-100,"0,0,0",0,-2,0,0,0,1,60,64,73,50,100,-5.4,1,-8.0,32.0,-990.0,13:35:38.098886,192.168.0.113
109,-1,-100,-100,-100,"0,0,0",0,-2,0,0,0,1,60,64,75,60,100,-5.28,1,-1.0,41.0,-968.0,13:35:38.201317,192.168.0.113
114,-1,-100,-100,-100,"0,0,0",0,-2,0,0,0,0,60,64,77,60,100,-5.28,2,10.0,44.0,-964.0,13:35:38.302826,192.168.0.113
119,-1,-100,-100,-100,"0,0,0",0,-2,0,0,0,0,60,64,79,60,100,-5.33,2,-1.0,48.0,-994.0,13:35:38.405173,192.168.0.113
124,-1,-100,-100,-100,"0,0,0",0,-3,0,0,0,0,60,64,80,60,100,-5.37,2,4.0,46.0,-980.0,13:35:38.507129,192.168.0.113
129,-1,-100,-100,-100,"0,0,0",0,-3,0,0,0,0,61,64,81,60,100,-5.22,2,8.0,31.0,-969.0,13:35:38.609369,192.168.0.113
134,-1,-100,-100,-100,"0,0,0",0,-4,0,0,0,0,61,64,83,60,100,-5.32,2,14.0,34.0,-999.0,13:35:38.711351,192.168.0.113
